Sitio,Depth Group,Fecha,Profuidad (m),Temp. (°C),Chl a (µg/l),Ph (Unidad),Turbidity (NTU),DO (mg/L),TDS (mg/l),DBO (mg/l),Sechi  (m),NO3 (µg/L),PO4 (µg/L),NH4 (µg/L),PT (µg/l),NT (µg/l)
WG,0-10 m,2022-10-18 00:00:00,4.5,23.14947126,1.595089442,8.854732805,0.676759823,7.216991369,242,2.958894354,5.512706162,4.170942373,4.722827586,2.938981818,3.190909091,15.62767708
WG,0-10 m,2022-11-08 00:00:00,4.5,23.13765935,1.172537174,8.198613748,0.388244211,7.209197224,241,2.941295357,6.039837599,23.0152,10.45849286,2.043626667,2.076190476,41.28832748
WG,0-10 m,2022-12-06 00:00:00,4.5,21.7356982,2.036528028,8.398409874,0.356905528,6.511771525,244,2.183195022,5.826644681,5.631924638,2.923655172,5.07099322,1.990909091,28.65952016
WG,0-10 m,2023-01-17 00:00:00,4.5,20.99394838,2.138544479,8.477310472,0.345228303,6.592148399,246,1.749537467,6.012715861,54.62256065,1.934180625,7.432393443,2.083333333,33.40745783
WG,0-10 m,2023-02-14 00:00:00,4.5,20.68506813,2.299999939,7.940843014,0.376688176,6.03250191,247,1.728205551,6.507153154,146.9104395,7.10898,2.206112821,2.713043478,58.52746422
WG,0-10 m,2023-03-14 00:00:00,4.5,21.68028972,1.613958571,8.56231705,0.381542071,7.30964246,248,1.999610969,6.057596067,10.1799193,2.589036364,3.6064,1.96,27.26430874
WG,0-10 m,2023-04-11 00:00:00,4.5,22.20287535,0.790589051,8.733216583,0.184052714,7.033167703,249,2.233050678,6.305554331,15.19159036,4.822327273,2.7272,2.936363636,49.30050885
WG,0-10 m,2023-05-09 00:00:00,4.5,23.5327739,0.998190725,8.314704991,0.382710923,7.42870081,250,3.082171635,5.89576928,3.0982,2.503606452,0,2.573333333,16.10694783
WG,0-10 m,2023-06-13 00:00:00,4.5,24.5,1.079593029,8.627845233,0.27713181,7.28831003,249,3.742156337,5.491946998,3.755393939,2.305992857,13.90461219,1.443478261,7.435670344
WG,0-10 m,2023-07-18 00:00:00,4.5,24.00403711,1.818063635,8.517386238,0.550391674,7.127888785,0,3.699177483,5.550849065,0,0,5.628485944,0,12.71437653
WG,0-10 m,2023-08-16 00:00:00,4.5,24.27790046,1.221596671,8.464826078,0.431678744,7.270920659,247,3.498393732,5.529740329,0,0,7.759622573,0,11.10388256
WG,0-10 m,2023-09-05 00:00:00,4.5,24.34232994,1.466005025,8.50477035,0.472937745,7.382138229,237.8760522,3.515582542,5.364025378,0,0,8.2866975,0,13.28143331
WG,0-10 m,2023-10-18 00:00:00,4.5,24.28494131,20.00315197,9.354221577,42.31083373,7.274266141,300,3.835978534,3.372013247,0,0,1.348345793,0,1.988213024
WG,0-10 m,2023-11-14 00:00:00,4.5,22.65865216,2.938847684,8.421613848,0.571782853,6.622291027,244,2.577320168,5.629186714,0,0,0,0,19.65951312
WG,0-10 m,2023-12-05 00:00:00,4.5,22.448643,2.604013981,8.664454197,0.413707725,6.907667144,237.2735529,2.399449308,5.691157266,0.348271641,0,0,0,25.95465887
WG,10-30 m,2014-02-14 00:00:00,14,20.53333333,31.87278315,9.096666667,27.26739329,6.99,2099.45271,1.619508201,6.530476989,10.77475734,0,0,0,45.9183059
WG,10-30 m,2014-02-19 00:00:00,19.387,20.6195,30.55237499,9.2685,21.12720375,6.802,300,1.80632,6.580350717,39.82314122,9.13,15.43586999,38.14738165,39.01617423
WG,10-30 m,2014-03-26 00:00:00,19.87142857,21.81904762,30.45369824,6.299047619,31.25032083,6.515714286,215.4285714,1.936675285,6.216292836,135.441563,13.62857143,14.70082856,16.85889409,45.10680775
WG,10-30 m,2014-04-23 00:00:00,19.5,22.1525,0.778,8.6615,25.87320193,7.0535,300,2.620367333,6.545332061,39.82314122,26,15.43586999,17.7018388,28.59998291
WG,10-30 m,2014-04-27 00:00:00,19.5,22.3,1.0105,8.652,29.35785309,6.9495,300,2.896765831,6.276960063,0,0,0,1.688041328,29.54282562
WG,10-30 m,2014-06-25 00:00:00,19.5,23.198,0.684,9.226,31.83472105,7.084,300,3.306249206,5.954987769,19.91157061,5.365,7.717934994,8.901092612,19.7040935
WG,10-30 m,2014-07-23 00:00:00,19.5,23.195,0.7135,8.948,30.9819008,6.8915,300,3.398763529,5.932013682,0,0.04,0,0,25.64947284
WG,10-30 m,2014-08-13 00:00:00,19.5,23.037,1.1585,9.7145,33.19925629,7.287,300,3.176806626,5.805393799,0,1.4,0,0,18.69663561
WG,10-30 m,2014-09-09 00:00:00,19.5,23.2795,2.169,9.1135,37.24595484,7.9885,300,3.386335185,5.670893272,0,1.03,7.203661676,0,10.16332439
WG,10-30 m,2014-09-25 00:00:00,19.5,23.2725,8.530556629,9.747,35.18874772,7.768,300,3.527992211,5.94800959,0,1.93,4.664129896,0,12.7882802
WG,10-30 m,2014-10-08 00:00:00,19.5,23.3605,6.231278315,9.005,38.00247462,7.811,300,3.350386834,5.657477107,19.91157061,5.515,7.727018908,8.8509194,4.371001585
WG,10-30 m,2014-11-12 00:00:00,19.5,22.3565,7.006917472,9.93,35.28311607,7.694,300,2.606162736,5.772319188,19.91157061,5.85,7.717934994,8.8509194,11.40133513
WG,10-30 m,2014-12-09 00:00:00,19.5,21.081,4.651639157,8.661,25.67457668,6.498,300,2.198058193,6.301664415,0,2.315,0,7.980769683,32.33749582
WG,10-30 m,2015-01-14 00:00:00,19.5,20.4195,2.387,8.367,3.269398453,0,300,1.977672016,6.652547885,103.4891435,145.9793717,7.717934994,105.4756902,79.21329496
WG,10-30 m,2015-02-11 00:00:00,19.5,20.5635,5.4175,8.3065,26.75238769,5.829,300,1.930666315,6.308502414,19.91157061,6.1,7.717934994,19.28045378,27.86725198
WG,10-30 m,2015-03-11 00:00:00,19.5,20.69,6.026639157,8.665,28.6838728,6.8905,300,1.849334739,6.355120491,19.91157061,9.15,7.717934994,10.50140835,35.76304256
WG,10-30 m,2015-04-14 00:00:00,19.5,21.5595,0.722,8.657,26.08050977,7.0075,300,2.496939239,6.44963067,0,0.215,0,8.675782285,39.73283894
WG,10-30 m,2015-05-05 00:00:00,19.5,22.4855,0.841,8.614,30.42255576,7.182,300,3.00203882,6.259315579,0,0,0,4.154994148,27.76179884
WG,10-30 m,2015-06-09 00:00:00,19.5,23.0965,0.59,8.842,32.95978977,7.2535,300,3.33190136,6.053753587,0,1.4,2.481213118,4.010439639,24.44102666
WG,10-30 m,2015-07-15 00:00:00,19.5,22.865,0.7635,8.692,32.05105051,7.296,300,3.13710022,6.2536184,19.91157061,4.9,7.717934994,3,29.6859634
WG,10-30 m,2015-08-11 00:00:00,19.5,23.2465,1.608,8.798,36.20369088,7.5225,300,3.423788325,5.833761949,0,0.3,0,0.485,14.26919097
WG,10-30 m,2015-09-09 00:00:00,19.5,23.56,6.954917472,8.691,37.25075767,7.5115,300,3.409462702,5.896658577,1.0725,40.62505034,2.331163284,8.8509194,19.0942515
WG,10-30 m,2015-10-07 00:00:00,19.5,23.722,1.531,8.099,38.18105467,7.8235,300,3.769836243,5.831898136,1.091,0.15,12.52913562,0.2,10.59282277
WG,10-30 m,2015-11-12 00:00:00,19.5,23.425,31.87278315,8.9075,41.6025732,6.833,223.65,2.901447295,5.272498797,0.46615,1.5,0,0.4,26.38143557
WG,10-30 m,2015-12-08 00:00:00,19.5,22.0015,2.2045,8.6015,30.62952915,7.0245,300,2.757785042,6.153669064,0,0.9,0,0.9,24.84306187
WG,10-30 m,2016-01-20 00:00:00,19.5,21.569,5.279278315,7.7795,28.2975451,7.125,300,2.703775172,6.300096667,0,0.197,0,1.056703475,28.6615898
WG,10-30 m,2016-02-17 00:00:00,19.5,20.8525,6.413278315,8.6265,27.31859763,6.7835,300,2.102253218,6.245221947,0.1295,0.9335,0,10.16773025,33.72799709
WG,10-30 m,2016-03-01 00:00:00,19.5,20.8505,4.0055,8.6215,29.87537495,7.229,300,2.039723235,6.291916257,0,0,0,1.620894336,26.29263995
WG,10-30 m,2016-03-09 00:00:00,19.5,21.049,4.855639157,8.496,30.77457681,7.5975,300,2.182215515,6.291021533,0,2.439,0,7.476472368,30.1954991
WG,10-30 m,2016-04-13 00:00:00,19.5,21.959,2.177,8.2745,29.8317093,7.3585,300,2.553411127,6.392096101,0,0.582,0,15.43677101,45.31489326
WG,10-30 m,2016-05-18 00:00:00,19.5,22.8015,0.917,8.6345,31.27944016,6.9685,300,3.203583516,6.114793839,0,3.56,1.09327598,8.91745384,27.74294504
WG,10-30 m,2016-06-15 00:00:00,19.5,23.145,1.112,8.461,32.16636618,6.696,300,3.440014091,5.887890461,0.316,0.418,5.320995543,13.41016633,22.41182746
WG,10-30 m,2016-07-13 00:00:00,19.5,23.184,0.7505,8.638,33.16992378,7.157,300,3.453683015,5.910059513,0.114,1.043,0.813007652,5.73226591,20.20068139
WG,10-30 m,2016-08-10 00:00:00,19.5,23.271,0.9345,8.544,34.92326311,7.554,300,3.499687758,5.936215633,0,1.415,0.137890037,3.017107183,19.53028701
WG,10-30 m,2016-09-07 00:00:00,19.5,23.5645,0.84,9.8445,37.34915406,7.4905,300,3.449102901,5.728732717,0,0,0,0,12.44346358
WG,10-30 m,2016-10-12 00:00:00,19.5,23.34,0.766,9.0275,35.17864132,7.4055,300,3.500485265,5.826176898,0,1.757,0,1.444,16.12586307
WG,10-30 m,2016-11-09 00:00:00,19.5,22.659,1.0175,9.013,32.97423007,7.441,300,3.121019457,5.958364247,0,0.3,0,1.8245,22.96300532
WG,10-30 m,2016-12-05 00:00:00,19.5,21.817,1.8195,8.4275,31.18562356,7.8245,300,2.614665126,6.359791302,0,0,0,0,26.59297834
WG,10-30 m,2017-02-08 00:00:00,19.5,20.5615,1.104,8.293,20.87343804,6.5575,300,1.953576228,6.802700782,17.85368544,0,0,30.55302615,48.23085512
WG,10-30 m,2017-03-14 00:00:00,19.5,20.6555,1.621,8.312,24.03977478,7.1685,300,1.982269895,6.714920616,1.630291538,0,0,18.42163624,41.83325295
WG,10-30 m,2017-04-19 00:00:00,19.5,21.501,0.44,8.2015,26.58452587,7.6735,300,2.474279166,6.667351602,0.039367467,0,0,3.402225335,38.15656581
WG,10-30 m,2017-05-17 00:00:00,19.5,22.444,0.4505,8.0025,28.57153792,7.1585,300,3.082983281,6.380864043,0.072,1.058,2.566093851,3.772080661,30.55247312
WG,10-30 m,2017-06-21 00:00:00,19.5,22.7665,1.0395,8.2685,29.14198849,6.455,300,3.246491905,6.170762849,0.1525,0,17.02704838,22.68747035,26.28773175
WG,10-30 m,2017-07-12 00:00:00,19.5,22.593,0.465,8.269,26.63916111,6.1555,300,3.199595597,6.202755511,1.702235905,0.42,8.532827815,15.9032939,32.20708654
WG,10-30 m,2017-08-09 00:00:00,19.5,23.096,0.775,9.0985,34.66042574,7.451,300,3.34266741,5.79801438,0.05,0.3935,0,2.270443484,17.96335136
WG,10-30 m,2017-09-13 00:00:00,19.5,22.9485,0.614,9.7965,26.60745029,4.764,300,3.242951746,5.669372179,0.2765,0.9675,0,21.19570696,29.68526834
WG,10-30 m,2017-10-13 00:00:00,19.5,23.232,0.896,9.0925,30.74557654,5.9795,300,3.474493692,5.734285111,0.1325,1.02,0.010907965,1.951973143,22.17400959
WG,10-30 m,2017-11-08 00:00:00,19.5,22.913,1.7315,8.9395,35.16698626,7.46,300,3.282224237,5.753619116,0.045,0.65,0,1.126,15.14835395
WG,10-30 m,2017-12-14 00:00:00,19.5,24.5,7.476417472,8.6055,41.26098451,5.895,300,4.099773046,5.012000815,0.182,0.48,36.35036468,1.0195,0.84466362
WG,10-30 m,2018-01-11 00:00:00,19.5,20.50473874,5.65349828,9.192323666,0.38878185,5.897236852,1205.677412,1.708960745,6.245125128,2.261297444,0.197996103,0.943620123,3.803282644,31.0030469
WG,10-30 m,2018-02-07 00:00:00,19.5,20.2871583,6.788052175,8.806979447,0.28618004,4.289126715,677.4764204,1.646408091,5.605658886,5.907591006,4.431237666,0.229363524,8.12265803,43.23583685
WG,10-30 m,2018-02-28 00:00:00,19.5,20.46692465,3.170197302,8.755374535,0.546742485,5.103181417,1143.706799,1.687543401,6.194800452,29.01228962,0,0,0,45.22306128
WG,10-30 m,2018-03-15 00:00:00,19.5,20.66318378,6.972208284,8.798315283,0.420846179,5.542146796,125.314216,1.735315837,6.116353793,0.476618821,2.679891638,0.204026058,6.852889242,25.2007109
WG,10-30 m,2018-04-12 00:00:00,19.5,21.0886995,1.785983746,8.625607762,0.232594931,5.687040465,839.573762,1.901861799,6.71950203,12.22230177,3.186899037,0.54303292,8.667242342,43.32799802
WG,10-30 m,2018-05-16 00:00:00,19.5,21.88278148,1.767308267,8.580697134,28.91301912,5.874651109,227.7405523,2.413018345,6.489191602,7.332764528,2.847313111,0.840548005,8.381420085,39.10850235
WG,10-30 m,2018-06-13 00:00:00,19.5,22.32638334,1.279550423,8.599836017,0.333254636,5.829322043,254.9894223,2.582480522,6.464502043,1.651566117,11.99751451,0.077560952,5.747932951,37.95084659
WG,10-30 m,2018-07-18 00:00:00,19.5,22.16106508,1.428974658,8.689910335,0.235367885,6.23941576,50.51455108,2.592876131,6.49832843,0,2.123634367,0.062185091,6.785714286,34.41805422
WG,10-30 m,2018-08-16 00:00:00,19.5,22.8374051,1.336569196,8.79762559,0.256549964,6.64927715,0,3.121045798,6.329343515,0,2.214792138,0.380123664,3.15198857,30.42922798
WG,10-30 m,2018-09-12 00:00:00,19.5,23.14434007,1.434922678,8.754068469,0.430740725,6.440520394,0,3.159330197,6.07031838,0,2.251151182,2.611056095,5.625700687,29.84610917
WG,10-30 m,2018-09-24 00:00:00,19.5,23.33060604,1.406635911,8.88406351,0.756184366,6.810750431,17.66253674,3.26741466,5.523441696,0,0,0,0,18.80868619
WG,10-30 m,2018-10-10 00:00:00,19.5,23.01198764,5.098679779,8.981077593,0.586823151,6.821188046,0,3.079081863,5.104834119,0.883698554,3.193766323,1.101408814,8.009098907,12.27702469
WG,10-30 m,2018-11-14 00:00:00,19.5,22.65657038,3.293684184,8.891291402,0.359539287,6.59731556,0,2.950833667,5.926505643,0.9635,1.514,1.419,4.8855,24.71293677
WG,10-30 m,2018-12-12 00:00:00,19.5,21.60893228,2.300618312,8.580745251,0.655492275,6.302795964,8.124471206,2.330402927,5.985939463,0,0,0,0,33.81717962
WG,10-30 m,2019-02-12 00:00:00,19.5,20.56547079,1.882589535,8.255373612,0.25056391,5.805,308.1343225,1.755726716,6.214629452,56.76327367,4.055,6.279545455,2.932608696,55.94174703
WG,10-30 m,2019-03-12 00:00:00,19.5,20.98522736,2.337515627,8.722606036,0.365236944,6.6725,303.5,2.334877457,6.228823617,2.173333333,0.745,2.06,24.91717649,31.27484917
WG,10-30 m,2019-04-09 00:00:00,19.5,21.31421576,2.605267577,8.310459191,0.359343007,6.8645,304.35,2.58744093,6.238531473,0.46,1.8,1.66,22.67154131,28.01473876
WG,10-30 m,2019-05-14 00:00:00,19.5,22.28136118,1.129483416,8.616595998,0.304336159,6.189144491,320.1,3.196521414,6.201575452,0.118181818,0.125,2.005434783,57.07633573,27.55706163
WG,10-30 m,2019-06-12 00:00:00,19.5,22.62908153,1.305586538,8.668444497,0.309547614,6.216973675,303.4,3.327694893,6.04074468,0,0.628125,3.288096257,48.67870648,24.7599873
WG,10-30 m,2019-07-12 00:00:00,19.5,22.845684,1.904745242,8.686065735,0.326244971,6.092388116,245.6446601,2.918083107,5.389964425,1.299538358,1.285,1.624418605,2.045454545,26.64134919
WG,10-30 m,2019-08-13 00:00:00,19.5,23.10295297,1.777044486,8.487831792,0.319680656,6.081729993,0,3.325114447,5.606029894,0,1.095,3.057504171,1.454347826,22.46149052
WG,10-30 m,2019-09-10 00:00:00,19.5,23.51396931,1.596995294,8.807221557,0.440329006,6.423889839,0,3.408047356,5.640318535,0,0,0.319420538,0,19.16505194
WG,10-30 m,2020-01-23 00:00:00,19.5,20.86979451,3.310553043,6.963826139,0.385010241,5.850998496,245,1.843859981,6.269436946,179.5895362,0,0,0,47.47322534
WG,10-30 m,2020-02-11 00:00:00,19.5,21.27546639,7.038050964,8.34161374,0.620076278,7.069069939,244.9910947,2.102484241,5.149945371,0.567647059,1.025,0,1.606818182,13.91220602
WG,10-30 m,2020-03-10 00:00:00,19.5,20.96116985,3.171813586,8.546706253,0.457530054,6.552046816,246,1.929763087,5.792456645,17.06514063,1.3044,0.276334545,1.52037037,33.12444581
WG,10-30 m,2020-04-14 00:00:00,19.5,21.87288608,2.762309871,8.332273048,0.483905314,6.638708107,245.9385094,2.438500603,5.51238378,11.21303004,1.187207813,1.5088,1.271428571,28.78923235
WG,10-30 m,2020-05-12 00:00:00,19.5,22.46405179,2.84958215,8.391390682,0.359249446,6.385976421,248.3036858,2.726739354,5.292044728,11.19889711,0.825769355,3.140548078,1.11875,25.13876444
WG,10-30 m,2020-06-09 00:00:00,19.5,22.58309183,5.399112135,8.384104039,0.25236187,6.512467709,245.3996359,2.794938503,5.128161117,8.814194842,1.527235,1.289951515,1.575,12.70290056
WG,10-30 m,2020-07-14 00:00:00,19.5,22.9360401,6.428942029,7.949274181,0.505947955,6.243563517,244.3558011,3.004411203,4.822830791,2.612815509,2.070735,1.563526657,1.305357143,11.79881932
WG,10-30 m,2020-08-11 00:00:00,19.5,23.32186501,1.771633663,8.023138562,0.429558148,6.122822187,243.4602454,3.011312781,5.439203278,8.558664011,2.766415,8.862808296,8.192592593,34.92194466
WG,10-30 m,2020-09-08 00:00:00,19.5,23.29114175,1.395793322,8.174964034,0.483696088,6.277635913,241.0979105,3.165176142,5.181866407,6.158672317,0.642206613,5.986589495,0.653191489,25.94730091
WG,10-30 m,2020-10-13 00:00:00,19.5,23.48347041,1.564374397,8.184670038,0.506898449,6.288348781,240.5303583,3.26027731,5.22133267,2.28934684,1.10874,5.786684325,0.742045455,23.6117057
WG,10-30 m,2020-11-10 00:00:00,19.5,22.76446788,2.258229494,8.101267293,0.419286449,6.710834195,242,2.939690906,5.468221029,0.451452,1.827284483,0.701691667,1.448,24.04674683
WG,10-30 m,2020-12-08 00:00:00,19.5,21.97265749,2.185201717,8.232150933,0.34789939,6.591815352,243.0046193,2.518554832,5.621779281,0.461470543,1.455803571,1.587191667,0.665909091,30.90087632
WG,10-30 m,2021-01-19 00:00:00,19.5,21.25753895,3.57126779,7.043216479,0.316233386,6.762873539,245,2.127231788,5.709384426,73.55263546,0.251986364,4.986277333,0.662790698,32.6895428
WG,10-30 m,2021-02-16 00:00:00,19.5,21.04812418,8.175577236,8.354203118,0.403896425,6.680911305,246,1.924123521,5.068663567,13.42030505,2.279788393,2.14176,0.688043478,13.80606999
WG,10-30 m,2021-03-16 00:00:00,19.5,21.04769103,2.795538902,8.604949605,0.455604285,6.632947587,247,1.922615387,5.860042929,27.1466077,4.364305,1.243069767,0.844791667,34.17960871
WG,10-30 m,2021-04-13 00:00:00,19.5,21.23135707,2.391512554,8.591104951,0.330542582,6.841397622,247.5400371,2.029597784,5.888129639,21.03145507,2.2827,1.186315789,1.984782609,34.2397851
WG,10-30 m,2021-05-11 00:00:00,19.5,21.71845475,1.674992952,8.675542353,0.515234991,6.522464948,247.4405677,2.240881526,5.487342035,14.08357079,2.407705,3.844583721,1.014,34.27283135
WG,10-30 m,2021-06-08 00:00:00,19.5,22.36173506,1.411632978,8.07633835,0.498524706,6.292541791,246.7,2.70435716,5.723883506,47.21877837,4.255605,1.149789691,1.988888889,33.56122345
WG,10-30 m,2021-07-13 00:00:00,19.5,22.48125726,1.897976501,8.120583875,0.662907945,5.890666273,245.77435,2.778599645,5.467004254,39.93575493,2.631289655,1.339935484,2.155555556,31.34382853
WG,10-30 m,2021-08-10 00:00:00,19.5,22.79968785,2.133889821,7.705608877,0.454791225,6.388531228,245.0458894,2.984409828,5.421896259,23.51685534,1.657675,4.511814837,1.67173913,27.33477894
WG,10-30 m,2021-09-07 00:00:00,19.5,23.20207652,2.072977851,8.249780785,0.515400434,6.461957416,243.1768677,3.12113348,5.273543361,3.493407322,3.808006452,1.759003922,1.015909091,22.27960751
WG,10-30 m,2021-10-12 00:00:00,19.5,23.44968892,2.337294567,8.527093736,0.450699273,6.587528769,242.120797,3.203803677,5.063512119,2.031936364,1.746212903,2.3772,1.303846154,18.04037404
WG,10-30 m,2021-11-09 00:00:00,19.5,23.02695046,2.983172749,8.270427211,0.457382835,6.330808381,242.2065917,3.000362281,5.073661569,0.521367797,3.299045,3.659672927,1.227272727,19.75356198
WG,10-30 m,2021-12-07 00:00:00,19.5,21.70171362,7.191259459,8.355248257,0.381431896,6.842493894,244.4713498,2.198889179,4.960544892,2.328567778,3.786967742,3.722661515,1.186363636,11.39700912
WG,10-30 m,2022-01-18 00:00:00,19.5,21.07070965,3.58499941,8.400532435,0.307202127,6.796325844,246.0029886,1.632180389,6.024262874,1.723907665,8.921892188,2.876045455,7.798,32.99131183
WG,10-30 m,2022-02-08 00:00:00,19.5,20.90328823,2.253535296,8.126326272,0.234210726,6.372114985,247,1.796018649,5.979143138,79.5830573,3.734370968,4.00568,1.936607143,40.12195124
WG,10-30 m,2022-03-08 00:00:00,19.5,20.76481505,1.977471579,7.196748497,31.32351167,6.919952638,248,1.964908756,6.271423709,170.3179851,2.082381429,1.328548148,1.623913043,42.55630345
WG,10-30 m,2022-04-05 00:00:00,19.5,21.55171156,2.172840584,8.060973998,0.346987142,6.739204585,248.6649461,2.31223228,6.043367111,24.13748256,5.634283333,0.43084507,1.712678571,34.0105153
WG,10-30 m,2022-05-10 00:00:00,19.5,22.47778749,1.578479341,8.136079068,36.43410824,6.673788044,248.0613391,2.767857506,5.862687581,20.74953474,9.093692069,0.927567742,1.385714286,30.14392744
WG,10-30 m,2022-06-14 00:00:00,19.5,22.68112315,1.582416777,8.276603948,0.434065923,6.510087487,246.7367767,2.843110712,5.540112922,12.64755751,4.582267241,2.476716667,1.964285714,28.54932797
WG,10-30 m,2022-07-12 00:00:00,19.5,22.77247594,1.354272817,8.341864382,0.432995014,6.578314934,245.8131543,2.916324706,5.528947782,5.747586275,3.002368966,1.818061538,1.708,28.19086135
WG,10-30 m,2022-08-09 00:00:00,19.5,22.75848875,1.623760762,8.219412684,0.445941949,6.639880972,246.148395,2.944756988,5.576688631,4.875554228,3.654238235,1.036533333,1.263461538,26.81635666
WG,10-30 m,2022-09-06 00:00:00,19.5,23.21613327,1.767715716,8.146140617,0.676048811,6.758915434,244.9534801,3.142140298,5.262150277,4.449294737,3.820805,2.052213333,1.273214286,22.05473483
WG,10-30 m,2022-10-18 00:00:00,19.5,22.95237418,2.220563524,8.573657226,0.719505695,6.756002182,242,2.925055657,5.276154156,6.222655932,5.762974138,1.333372727,1.95,20.70800008
WG,10-30 m,2022-11-08 00:00:00,19.5,23.01015118,1.881423,8.326009917,0.412030745,6.909260588,241.1459989,2.97820278,5.531355827,14.70902138,4.641101786,1.777171667,1.545238095,41.66179504
WG,10-30 m,2022-12-06 00:00:00,19.5,21.74331068,2.761151705,8.155099828,0.413272264,6.372512304,244,2.316862839,5.540996777,3.21366087,1.771060345,3.099542373,1.322727273,30.83384158
WG,10-30 m,2023-01-17 00:00:00,19.5,20.98870991,2.533527482,8.148891601,0.369476646,6.48838867,246.1087558,1.901521235,5.81751379,60.81091228,1.679924531,2.947763636,1.604166667,37.36139089
WG,10-30 m,2023-02-14 00:00:00,19.5,20.67077028,2.274493659,7.512501278,0.338158431,5.700307861,247.7392374,1.859918659,6.447409984,180.2047068,5.331735,0.729866667,1.860869565,66.90624628
WG,10-30 m,2023-03-14 00:00:00,19.5,21.09847784,2.149598065,7.890151967,0.367743984,6.409948567,248.1778377,2.059742081,6.131241053,96.51137296,3.942845455,1.206514286,1.428333333,43.70237027
WG,10-30 m,2023-04-11 00:00:00,19.5,21.82178422,1.109728577,8.138077424,0.233227045,6.552665184,249,2.438515514,6.147719162,41.27653566,4.679040909,1.1074,1.872727273,41.05585249
WG,10-30 m,2023-05-09 00:00:00,19.5,22.59247355,1.605379348,7.777343254,0.408372711,6.726553876,249.886016,2.904809521,5.789270814,24.69976228,1.483229032,1.322877964,1.838333333,29.4941002
WG,10-30 m,2023-06-13 00:00:00,19.5,23.3445131,1.935788598,8.50759627,0.326568554,6.439929742,249.3049361,3.189431118,5.392369901,5.769509102,1.380101786,4.992379246,1.104347826,21.63262272
WG,10-30 m,2023-07-18 00:00:00,19.5,23.53124085,2.614675551,8.288203501,0.525698832,6.332451816,0,3.482891911,5.554671518,0,0,3.176566485,0,15.39307007
WG,10-30 m,2023-08-16 00:00:00,19.5,23.69601642,2.207312688,8.084498916,0.608695123,6.262270034,247.8357825,3.333010569,5.321894893,0,0,8.400444611,0,20.28813737
WG,10-30 m,2023-09-05 00:00:00,19.5,23.89223929,2.570276163,8.030116183,0.555494886,6.721302595,246.6427047,3.428159474,5.260381383,0,0,10.06848692,0,14.98069752
WG,10-30 m,2023-10-18 00:00:00,19.5,24.00423264,26.9513656,9.591872816,42.31083373,6.710691071,300,3.638232384,2.252206728,0,0,0,0,0
WG,10-30 m,2023-11-14 00:00:00,19.5,22.65353253,3.111203817,8.01317412,0.50074474,6.499086577,244,2.698790657,5.539230579,0,0,0,0,25.32020303
WG,10-30 m,2023-12-05 00:00:00,19.5,22.46429268,3.07788466,8.37412802,0.388755584,6.669751753,244.7245325,2.545873355,5.596531361,0,0,0,0,25.69744784
WG,30+ m,2014-02-14 00:00:00,57,20.43777778,28.3313628,8.785555556,13.81967066,5.103333333,2197.74106,1.777862854,6.468052158,43.90664462,17.41963133,1.029461355,10.68809683,63.75581592
WG,30+ m,2014-02-19 00:00:00,57.49714286,21.01857143,29.4963987,9.104285714,2.082164835,6.631428571,257.1428571,1.696500703,6.969435664,218.5872487,54.00134085,66.15372852,113.8468754,63.1895393
WG,30+ m,2014-03-26 00:00:00,43.33333333,20.6,31.87278315,8.336666667,1,4.536666667,229.3333333,0.41068252,8.215610013,398.2314122,189.0666667,154.3586999,177.018388,0
WG,30+ m,2014-04-23 00:00:00,41,20.75130435,0.750869565,8.264347826,9.403186938,4.531304348,300,1.93438833,6.932742554,94.71233714,49.13140871,20.13374346,77.2971553,53.82580951
WG,30+ m,2014-04-27 00:00:00,87,20.47008696,0.298347826,8.100695652,2.293301684,2.892086957,300,2.223642675,6.725329097,79.16935202,178.5370436,11.14658826,106.8655684,82.14945127
WG,30+ m,2014-06-25 00:00:00,104,20.48107383,0.162281879,8.147852349,1.332211758,2.237785235,300,2.28444121,6.673738149,76.65863927,241.817824,20.10523772,122.4126908,88.23141122
WG,30+ m,2014-07-23 00:00:00,91.5,20.53451613,0.216612903,7.753548387,1.666000261,2.446290323,300,2.33756904,6.755048541,110.9600105,252.0190236,19.39558409,114.3249429,86.37669414
WG,30+ m,2014-08-13 00:00:00,113.5,20.5135119,0.21577381,8.39577381,1.541390165,2.068392857,300,2.304208288,6.575069872,50.20275496,245.7523854,21.22019689,125.2566299,89.67256317
WG,30+ m,2014-09-09 00:00:00,94.5,20.54746154,0.229769231,7.348384615,1.520902452,2.27,300,2.411515737,6.812279341,145.8609918,314.8322224,28.17200498,118.9154821,88.54442534
WG,30+ m,2014-09-25 00:00:00,113,20.52502994,0.199341317,7.535269461,1.176752996,1.733113772,300,2.436752124,6.742800939,124.2897977,355.5629604,35.84235415,131.5981257,93.69574419
WG,30+ m,2014-10-08 00:00:00,113.5,20.53065476,0.563128371,7.086428571,1.042381872,1.959285714,300,2.482526594,6.852867493,163.7939192,397.6089325,47.15613465,132.6079181,93.01224498
WG,30+ m,2014-11-12 00:00:00,114,20.53994083,0.429779782,9.729053254,2.055024345,1.879230769,300,2.128025869,6.322303493,7.069196666,120.8601577,10.34281375,123.8986403,85.0293716
