location,date,depth_group,value_ph,measurement_count_ph,value_dissolved_oxygen,measurement_count_dissolved_oxygen
SA,2014-09-08,Deep,7.415909090909091,22,3.0979545454545456,22
SA,2014-10-07,Surface,7.710000000000001,10,8.476,10
SA,2014-10-07,Mid-Depth,10.271,10,8.123,10
SA,2014-10-07,Lower Photic,9.731000000000002,10,7.344999999999999,10
SA,2014-10-07,Deep,8.680652558504152,22,3.045806948316232,22
SA,2014-11-11,Surface,9.517,10,7.858,10
SA,2014-11-11,Mid-Depth,9.562,10,7.644,10
SA,2014-11-11,Lower Photic,9.599,10,7.152000000000001,10
SA,2014-11-11,Deep,8.542768855818862,22,4.6644136947709205,22
SA,2014-12-08,Surface,8.495,10,6.933,10
SA,2014-12-08,Mid-Depth,8.515,10,6.929,10
SA,2014-12-08,Lower Photic,8.479000000000001,10,6.961,10
SA,2014-12-08,Deep,8.427575757575756,22,6.9556818181818185,22
SA,2015-01-13,Surface,8.510000000000002,10,7.27223406870409,10
SA,2015-01-13,Mid-Depth,8.509,10,6.941262519495123,10
SA,2015-01-13,Lower Photic,8.470000000000002,10,5.994193200628852,10
SA,2015-01-13,Deep,8.429166666666667,22,3.644518914539619,22
SA,2015-02-10,Surface,8.278,10,6.416999999999999,10
SA,2015-02-10,Mid-Depth,8.142999999999999,10,4.615,10
SA,2015-02-10,Lower Photic,8.139,10,4.786,10
SA,2015-02-10,Deep,8.12371212121212,22,5.863484848484847,22
SA,2015-03-10,Surface,8.599,10,7.138000000000001,10
SA,2015-03-10,Mid-Depth,8.533999999999999,10,6.872,10
SA,2015-03-10,Lower Photic,8.438999999999998,10,6.272,10
SA,2015-03-10,Deep,8.359090909090908,22,6.674242424242425,22
SA,2015-04-14,Surface,8.673000000000002,10,7.633,10
SA,2015-04-14,Mid-Depth,8.674999999999999,10,7.189,10
SA,2015-04-14,Lower Photic,8.57,10,6.586,10
SA,2015-04-14,Deep,8.10469696969697,22,4.053484848484849,22
SA,2015-06-09,Surface,8.736999999999998,10,7.372999999999999,10
SA,2015-06-09,Mid-Depth,8.724,10,7.391999999999999,10
SA,2015-06-09,Lower Photic,8.315999999999999,10,6.138999999999999,10
SA,2015-06-09,Deep,7.950227272727272,22,3.6399242424242426,22
SA,2015-07-14,Surface,8.614,10,7.168000000000001,10
SA,2015-07-14,Mid-Depth,8.647000000000002,10,7.208999999999999,10
SA,2015-07-14,Lower Photic,8.641,10,7.083,10
SA,2015-07-14,Deep,8.062424242424242,22,3.436818181818182,22
SA,2015-08-10,Surface,8.817000000000002,10,7.478999999999999,10
SA,2015-08-10,Mid-Depth,8.819999999999999,10,7.390000000000001,10
SA,2015-08-10,Lower Photic,8.678999999999998,10,6.746,10
SA,2015-08-10,Deep,8.204166666666666,22,3.538863636363637,22
SA,2015-09-09,Surface,8.969999999999999,10,7.817,10
SA,2015-09-09,Mid-Depth,8.675999999999998,10,7.741,10
SA,2015-09-09,Lower Photic,8.338000000000001,10,6.681,10
SA,2015-09-09,Deep,7.86159090909091,22,2.564469696969697,22
SA,2015-10-06,Surface,8.957000000000003,10,7.973000000000001,10
SA,2015-10-06,Mid-Depth,8.867,10,7.608,10
SA,2015-10-06,Lower Photic,8.464,10,5.99,10
SA,2015-10-06,Deep,8.008712121212122,22,2.3795454545454544,22
SA,2015-11-11,Surface,8.906,10,7.259,10
SA,2015-11-11,Mid-Depth,8.842999999999998,10,6.906000000000001,10
SA,2015-11-11,Lower Photic,8.625,10,6.0920000000000005,10
SA,2015-11-11,Deep,7.890293943110866,22,2.7603388556645028,22
SA,2016-01-19,Surface,7.980999999999999,10,7.324000000000001,10
SA,2016-01-19,Mid-Depth,7.891,10,7.286,10
SA,2016-01-19,Lower Photic,7.770999999999999,10,7.079000000000001,10
SA,2016-01-19,Deep,7.559772727272726,22,5.8981818181818175,22
SA,2016-02-16,Surface,8.143,10,6.662999999999999,10
SA,2016-02-16,Mid-Depth,8.11,10,6.82,10
SA,2016-02-16,Lower Photic,8.048,10,6.856999999999999,10
SA,2016-02-16,Deep,8.067121212121211,22,7.017348484848484,22
SA,2016-03-01,Surface,8.652,10,8.027,10
SA,2016-03-01,Mid-Depth,8.559999999999999,10,7.239,10
SA,2016-03-01,Lower Photic,8.495000000000001,10,6.491,10
SA,2016-03-01,Deep,8.483030303030302,22,6.369545454545456,22
SA,2016-04-12,Surface,8.64,10,8.031,10
SA,2016-04-12,Mid-Depth,8.553,10,7.926999999999998,10
SA,2016-04-12,Lower Photic,8.273,10,6.105,10
SA,2016-04-12,Deep,8.24159090909091,22,4.406742424242424,22
SA,2016-05-17,Surface,8.4,10,7.8809999999999985,10
SA,2016-05-17,Mid-Depth,8.364,10,7.712999999999999,10
SA,2016-05-17,Lower Photic,7.929,10,5.159,10
SA,2016-05-17,Deep,7.803030303030303,22,3.300303030303031,22
SA,2016-06-14,Surface,8.747,10,7.832000000000001,10
SA,2016-06-14,Mid-Depth,8.624,10,7.786000000000001,10
SA,2016-06-14,Lower Photic,8.241,10,6.125,10
SA,2016-06-14,Deep,7.858712121212122,22,2.6539393939393943,22
SA,2016-07-12,Surface,8.743,10,7.536,10
SA,2016-07-12,Mid-Depth,8.716000000000001,10,7.499,10
SA,2016-07-12,Lower Photic,8.482000000000001,10,6.034000000000001,10
SA,2016-07-12,Deep,8.04651515151515,22,2.79939393939394,22
SA,2016-08-09,Surface,8.651000000000002,10,7.849000000000001,10
SA,2016-08-09,Mid-Depth,8.604999999999999,10,7.824,10
SA,2016-08-09,Lower Photic,8.393,10,7.100999999999999,10
SA,2016-08-09,Deep,7.919469696969698,22,3.031515151515152,22
SA,2016-09-06,Surface,9.91,10,7.577,10
SA,2016-09-06,Mid-Depth,9.873,10,7.501,10
SA,2016-09-06,Lower Photic,9.693,10,6.906000000000001,10
SA,2016-09-06,Deep,9.183939393939394,22,2.3403787878787883,22
SA,2016-10-11,Surface,8.922,10,7.354999999999999,10
SA,2016-10-11,Mid-Depth,8.864999999999998,10,7.319,10
SA,2016-10-11,Lower Photic,8.818999999999999,10,7.117,10
SA,2016-10-11,Deep,8.157704831629365,22,2.592860512202623,22
SA,2016-11-08,Surface,9.003,10,7.607000000000001,10
SA,2016-11-08,Mid-Depth,8.992999999999999,10,7.51,10
SA,2016-11-08,Lower Photic,8.881,10,7.162000000000001,10
SA,2016-11-08,Deep,8.39401515151515,22,3.709015151515152,22
SA,2016-12-05,Surface,8.446000000000002,10,7.794,10
SA,2016-12-05,Mid-Depth,8.373000000000001,10,7.624,10
SA,2016-12-05,Lower Photic,8.267,10,7.042,10
SA,2016-12-05,Deep,8.110530303030302,22,6.141666666666668,22
SA,2017-02-07,Surface,8.514000000000001,10,6.282,10
SA,2017-02-07,Mid-Depth,8.441999999999998,10,6.289,10
SA,2017-02-07,Lower Photic,8.409,10,6.161999999999999,10
SA,2017-02-07,Deep,8.398787878787878,22,6.657954545454545,22
SA,2017-03-13,Surface,8.084,10,7.699,10
SA,2017-03-13,Mid-Depth,8.088,10,7.011,10
SA,2017-03-13,Lower Photic,8.056999999999999,10,6.535000000000001,10
SA,2017-03-13,Deep,7.98090909090909,22,5.132651515151514,22
SA,2017-04-18,Surface,8.206999999999999,10,7.9,10
SA,2017-04-18,Mid-Depth,8.247,10,7.802000000000001,10
SA,2017-04-18,Lower Photic,8.186,10,7.253,10
SA,2017-04-18,Deep,7.957348484848485,22,4.93189393939394,22
SA,2017-05-16,Surface,8.174,10,7.943,10
SA,2017-05-16,Mid-Depth,8.114,10,7.467,10
SA,2017-05-16,Lower Photic,7.939,10,6.654000000000001,10
SA,2017-05-16,Deep,7.767803030303028,22,3.893787878787879,22
SA,2017-06-13,Surface,9.528000000000002,10,8.169,10
SA,2017-06-13,Mid-Depth,9.452,10,7.837000000000001,10
SA,2017-06-13,Lower Photic,9.192,10,5.957,10
SA,2017-06-13,Deep,9.026818181818182,22,3.3401515151515144,22
SA,2017-07-11,Surface,8.205000000000002,10,8.393,10
SA,2017-07-11,Mid-Depth,8.149999999999999,10,8.248000000000001,10
SA,2017-07-11,Lower Photic,7.948,10,6.863,10
SA,2017-07-11,Deep,7.730151515151514,22,3.501969696969698,22
SA,2017-08-08,Surface,9.098,10,8.045999999999998,10
SA,2017-08-08,Mid-Depth,9.050999999999998,10,7.901000000000001,10
SA,2017-08-08,Lower Photic,8.75,10,5.420999999999999,10
SA,2017-08-08,Deep,8.427121212121213,22,2.9421969696969694,22
SA,2017-09-12,Surface,10.341,10,7.270999999999999,10
SA,2017-09-12,Mid-Depth,10.358,10,7.108,10
SA,2017-09-12,Lower Photic,10.023,10,5.504,10
SA,2017-09-12,Deep,9.413030303030302,22,1.531439393939394,22
SA,2017-10-12,Surface,9.143,10,5.930000000000001,10
SA,2017-10-12,Mid-Depth,9.157,10,5.885,10
SA,2017-10-12,Lower Photic,9.042,10,5.537999999999999,10
SA,2017-10-12,Deep,8.085833333333333,22,1.4798484848484852,22
SA,2017-11-07,Surface,8.918,10,7.529000000000001,10
SA,2017-11-07,Mid-Depth,8.849,10,7.305,10
SA,2017-11-07,Lower Photic,8.600999999999999,10,6.441,10
SA,2017-11-07,Deep,7.86181818181818,22,2.138484848484848,22
SA,2017-12-13,Surface,8.52,10,3.883,10
SA,2017-12-13,Mid-Depth,8.547,10,3.796,10
SA,2017-12-13,Lower Photic,8.495000000000001,10,3.705000000000001,10
SA,2017-12-13,Deep,8.367121212121212,22,3.650227272727273,22
SA,2018-01-11,Surface,9.370496045700428,10,6.560410735436544,10
SA,2018-01-11,Mid-Depth,9.318117706603932,10,6.320161994352588,10
SA,2018-01-11,Lower Photic,9.288681834139968,10,6.242815082827719,10
SA,2018-01-11,Deep,9.220462929248448,22,6.1620758662859485,22
SA,2018-02-07,Surface,8.891050279925881,10,5.263232190617337,10
SA,2018-02-07,Mid-Depth,8.794570680776163,10,4.775561536605177,10
SA,2018-02-07,Lower Photic,8.808821776085846,10,5.174517277278414,10
SA,2018-02-07,Deep,8.719200621442546,22,5.025477598355542,22
SA,2018-03-13,Surface,8.921379204217654,10,6.615650826413787,10
SA,2018-03-13,Mid-Depth,8.779500108991439,10,5.887541883086101,10
SA,2018-03-13,Lower Photic,8.659646438533736,10,5.284195420680818,10
SA,2018-03-13,Deep,8.398874439808028,22,3.624359462475398,22
SA,2018-04-10,Surface,8.775691837871722,10,6.94987953362254,10
SA,2018-04-10,Mid-Depth,8.640576691963883,10,6.239647611958683,10
SA,2018-04-10,Lower Photic,8.298800437755183,10,5.431252556990252,10
SA,2018-04-10,Deep,8.112837313427859,22,2.7105738590463666,22
SA,2018-05-15,Surface,8.840345333333152,10,7.315734074903753,10
SA,2018-05-15,Mid-Depth,8.517717463335956,10,6.195670989729013,10
SA,2018-05-15,Lower Photic,8.002166700168837,10,4.263555409425228,10
SA,2018-05-15,Deep,7.936285110960304,22,1.6753320028319174,22
SA,2018-06-12,Surface,8.91840521577439,10,7.080478981907223,10
SA,2018-06-12,Mid-Depth,8.852357987897685,10,6.880760385833669,10
SA,2018-06-12,Lower Photic,8.225453284911206,10,4.491299094397064,10
SA,2018-06-12,Deep,7.945360313298534,22,2.058347708849234,22
SA,2018-07-17,Surface,8.880654588999999,10,6.969427111,10
SA,2018-07-17,Mid-Depth,8.863271948,10,6.925100509000001,10
SA,2018-07-17,Lower Photic,8.759926899,10,6.802457135999999,10
SA,2018-07-17,Deep,7.9965853439214705,22,2.360056605649941,22
SA,2018-08-14,Surface,8.92038111455692,10,7.063523944849656,10
SA,2018-08-14,Mid-Depth,8.844966254815592,10,6.611197963232501,10
SA,2018-08-14,Lower Photic,8.608454635697694,10,5.685541475903995,10
SA,2018-08-14,Deep,8.049588217364281,22,2.551204573746643,22
SA,2018-09-11,Surface,8.838192569059117,10,7.156022970970686,10
SA,2018-09-11,Mid-Depth,8.688811521561863,10,6.334349201449102,10
SA,2018-09-11,Lower Photic,8.185289126242427,10,4.89176710177402,10
SA,2018-09-11,Deep,7.821106937115162,22,1.7197900180424506,22
SA,2018-09-24,Surface,9.02141289103906,10,7.769823533711144,10
SA,2018-09-24,Mid-Depth,8.919309991820452,10,6.937945155122276,10
SA,2018-09-24,Lower Photic,8.304270154516896,10,5.233336013285579,10
SA,2018-09-24,Deep,7.766714092746718,22,1.2112746300466546,22
SA,2018-11-14,Surface,8.852648259627511,10,6.845965564599332,10
SA,2018-11-14,Mid-Depth,8.790706804300843,10,6.727807333616876,10
SA,2018-11-14,Lower Photic,8.725811512873936,10,6.290873050595509,10
SA,2018-11-14,Deep,7.912838746289986,22,1.8963316695012609,22
SA,2018-12-12,Surface,8.676075215531942,10,6.255746615238785,10
SA,2018-12-12,Mid-Depth,8.615440249407254,10,6.1643292209146106,10
SA,2018-12-12,Lower Photic,8.599289191534112,10,6.120936296475659,10
SA,2018-12-12,Deep,8.46777111563057,22,5.567159377917666,22
SA,2019-02-12,Surface,8.497697246313018,10,7.63,10
SA,2019-02-12,Mid-Depth,8.339603536175858,10,7.138,10
SA,2019-02-12,Lower Photic,8.242238519389108,10,6.922,10
SA,2019-02-12,Deep,8.186175639011905,22,8.983306446167711,22
SA,2019-03-12,Surface,8.708772872139386,10,7.487999999999999,10
SA,2019-03-12,Mid-Depth,8.593959602557291,10,6.897,10
SA,2019-03-12,Lower Photic,8.269856682906076,10,6.354,10
SA,2019-03-12,Deep,8.073915780625926,22,4.036377603078117,22
SA,2019-04-09,Surface,8.75340654469063,10,7.605000000000001,10
SA,2019-04-09,Mid-Depth,8.392549714649395,10,6.635,10
SA,2019-04-09,Lower Photic,8.065357496298699,10,6.224000000000001,10
SA,2019-04-09,Deep,7.619377198728706,22,4.701368404838752,22
SA,2019-05-14,Surface,8.716161317920578,10,7.41094767514623,10
SA,2019-05-14,Mid-Depth,8.62755968920068,10,6.7725729874141525,10
SA,2019-05-14,Lower Photic,8.110585970494906,10,4.9627518130873405,10
SA,2019-05-14,Deep,7.821089163971652,22,2.371295064893292,22
SA,2019-06-12,Surface,8.811402970470397,10,7.246239338688132,10
SA,2019-06-12,Mid-Depth,8.655031155333129,10,6.835452654296984,10
SA,2019-06-12,Lower Photic,8.019252729276438,10,4.002184310261304,10
SA,2019-06-12,Deep,7.746593821711352,22,2.13990787629888,22
SA,2019-07-12,Surface,8.783167602581928,10,6.945812312389551,10
SA,2019-07-12,Mid-Depth,8.52246658168685,10,6.859319908902317,10
SA,2019-07-12,Lower Photic,7.976717050978488,10,4.646375202254686,10
SA,2019-07-12,Deep,7.503307276393602,22,1.9904428174906847,22
SA,2019-08-13,Surface,8.807352946033737,10,7.182337049303806,10
SA,2019-08-13,Mid-Depth,8.372629711910635,10,6.905210936323508,10
SA,2019-08-13,Lower Photic,7.8774683659772124,10,5.397278236007285,10
SA,2019-08-13,Deep,7.1446744764502,22,1.7738307127940554,22
SA,2019-09-10,Surface,8.903791597257257,10,7.233249345056417,10
SA,2019-09-10,Mid-Depth,8.817169345994515,10,6.930656289846061,10
SA,2019-09-10,Lower Photic,8.507401135709161,10,5.374286236990499,10
SA,2019-09-10,Deep,7.7957832785920145,22,1.748197136041552,22
SA,2020-02-11,Surface,8.71440303178033,10,7.648947032904277,10
SA,2020-02-11,Mid-Depth,8.52407397771357,10,7.243582805343033,10
SA,2020-02-11,Lower Photic,8.327680282359578,10,6.515730928877645,10
SA,2020-02-11,Deep,8.079211865088844,22,5.227318578592189,22
SA,2020-05-12,Surface,8.711675063940195,10,7.42008373623676,10
SA,2020-05-12,Mid-Depth,8.383974347302678,10,7.030788551707028,10
SA,2020-05-12,Lower Photic,7.7724100204737,10,5.138995151856991,10
SA,2020-05-12,Deep,7.300672442745069,22,3.3721591677580607,22
SA,2020-06-09,Surface,8.626713764802945,10,7.4200472052231135,10
SA,2020-06-09,Mid-Depth,8.21346056101726,10,6.8196960100146695,10
SA,2020-06-09,Lower Photic,7.700576955467073,10,5.150150929157892,10
SA,2020-06-09,Deep,7.154176085024995,22,2.996893227267266,22
SA,2020-07-14,Surface,8.605098355901228,10,7.464983796464331,10
SA,2020-07-14,Mid-Depth,7.866086690034807,10,7.020546455225366,10
SA,2020-07-14,Lower Photic,7.164699306723898,10,4.866110641790605,10
SA,2020-07-14,Deep,6.4797759669039285,22,2.424898757822214,22
SA,2020-08-11,Surface,8.69748709451255,10,6.979406404668831,10
SA,2020-08-11,Mid-Depth,8.347161507270508,10,6.951488781205347,10
SA,2020-08-11,Lower Photic,7.748027104810413,10,4.685954587317112,10
SA,2020-08-11,Deep,6.981227903224448,22,2.304435770976691,22
SA,2020-09-08,Surface,8.616837644628717,10,7.003987218467924,10
SA,2020-09-08,Mid-Depth,8.427501418435755,10,6.729294824818206,10
SA,2020-09-08,Lower Photic,7.952292236419207,10,4.9112520114429,10
SA,2020-09-08,Deep,7.178490029670394,22,1.3311839010550244,22
SA,2020-10-13,Surface,8.632666991678317,10,7.022828492790953,10
SA,2020-10-13,Mid-Depth,7.966294387019092,10,6.758213405651953,10
SA,2020-10-13,Lower Photic,7.606617912186901,10,6.003245485480207,10
SA,2020-10-13,Deep,6.755970982421244,22,1.2665331756423357,22
SA,2020-11-10,Surface,8.45665415137645,10,7.389346680560726,10
SA,2020-11-10,Mid-Depth,7.990055198842688,10,6.717517412978936,10
SA,2020-11-10,Lower Photic,7.743321887740012,10,6.233899570380081,10
SA,2020-11-10,Deep,6.997399778976487,22,2.4218074331402053,22
SA,2020-12-08,Surface,8.14912562335805,10,6.663434939676565,10
SA,2020-12-08,Mid-Depth,7.968435266145919,10,6.577204972339514,10
SA,2020-12-08,Lower Photic,7.882296218648578,10,6.503495929640147,10
SA,2020-12-08,Deep,7.611545059139501,22,4.718539838855485,22
SA,2021-01-19,Surface,8.10216182166771,10,7.066336862612916,10
SA,2021-01-19,Mid-Depth,7.939919003233223,10,6.914628335874473,10
SA,2021-01-19,Lower Photic,7.790979522307735,10,6.608311222704297,10
SA,2021-01-19,Deep,7.601533319941902,22,6.2642641502453165,22
SA,2021-02-16,Surface,8.412557159105255,10,7.026148467431762,10
SA,2021-02-16,Mid-Depth,8.152206463081082,10,6.340759223347343,10
SA,2021-02-16,Lower Photic,7.991451356988105,10,6.058604069218902,10
SA,2021-02-16,Deep,7.813735599496027,22,5.421579280125022,22
SA,2021-03-16,Surface,8.617984164464692,10,7.037071882183331,10
SA,2021-03-16,Mid-Depth,8.41657826594078,10,6.4186158881442354,10
SA,2021-03-16,Lower Photic,7.97985216959203,10,6.136505397276963,10
SA,2021-03-16,Deep,7.800332578414722,22,5.155366965508839,22
SA,2021-04-13,Surface,8.617276117968466,10,7.409080996274639,10
SA,2021-04-13,Mid-Depth,8.490408154093284,10,6.649171833220803,10
SA,2021-04-13,Lower Photic,8.339260539791429,10,6.282484180024536,10
SA,2021-04-13,Deep,8.01813157031061,22,5.158419478548257,22
SA,2021-05-11,Surface,9.196334671022356,10,7.417648661183529,10
SA,2021-05-11,Mid-Depth,8.686566864979387,10,6.8981260387514265,10
SA,2021-05-11,Lower Photic,8.227443168228294,10,5.242440238605156,10
SA,2021-05-11,Deep,8.044658000041581,22,4.516082254801979,22
SA,2021-06-08,Surface,8.701769712911908,10,7.473341919395383,10
SA,2021-06-08,Mid-Depth,8.164088295670158,10,6.643858660921507,10
SA,2021-06-08,Lower Photic,7.508044724665043,10,4.871564203024917,10
SA,2021-06-08,Deep,7.163887473659273,22,3.6988415861505946,22
SA,2021-07-13,Surface,8.790574089420682,10,7.366769850491487,10
SA,2021-07-13,Mid-Depth,8.139767190772693,10,7.26781289562161,10
SA,2021-07-13,Lower Photic,7.328359039502503,10,4.731810765756382,10
SA,2021-07-13,Deep,6.821691548001204,22,3.224943007324073,22
SA,2021-08-10,Surface,8.81867005723878,10,7.397959563881547,10
SA,2021-08-10,Mid-Depth,8.274745714797737,10,7.219267880211079,10
SA,2021-08-10,Lower Photic,7.834496882963904,10,5.776673471054756,10
SA,2021-08-10,Deep,7.055353744288192,22,2.9804810481810544,22
SA,2021-09-07,Surface,8.460061440855526,10,7.39953755783893,10
SA,2021-09-07,Mid-Depth,7.941553032729457,10,6.98071169073976,10
SA,2021-09-07,Lower Photic,7.571098429885856,10,5.491963716927402,10
SA,2021-09-07,Deep,6.818276756363099,22,2.554726284313802,22
SA,2021-10-12,Surface,8.439161917933353,10,7.477838734081319,10
SA,2021-10-12,Mid-Depth,7.381892311371198,10,6.731880449009267,10
SA,2021-10-12,Lower Photic,6.846809061609268,10,5.086237004888838,10
SA,2021-10-12,Deep,6.2046426265934125,22,2.0086435714718567,22
SA,2021-11-09,Surface,8.523957968296644,10,6.992147713177356,10
SA,2021-11-09,Mid-Depth,7.895403876132072,10,6.819820424785695,10
SA,2021-11-09,Lower Photic,7.610040771435601,10,6.56563934618063,10
SA,2021-11-09,Deep,6.905632785602112,22,2.175244296653012,22
SA,2021-12-07,Surface,8.485185921378559,10,7.093130618294079,10
SA,2021-12-07,Mid-Depth,8.34657168525904,10,6.820217239276522,10
SA,2021-12-07,Lower Photic,8.205830431552096,10,6.344713050892549,10
SA,2021-12-07,Deep,8.121347648368031,22,6.07718680764306,22
SA,2022-01-18,Surface,8.443497405877482,10,6.764687170344553,10
SA,2022-01-18,Mid-Depth,7.896820311634963,10,6.604742297486278,10
SA,2022-01-18,Lower Photic,7.648760690556466,10,6.249096877853509,10
SA,2022-01-18,Deep,7.39700155642692,22,5.883061920984509,22
SA,2022-02-08,Surface,8.601195844553827,10,6.942781885177878,10
SA,2022-02-08,Mid-Depth,7.9919841416092705,10,6.64776085419341,10
SA,2022-02-08,Lower Photic,7.664514325812971,10,6.372147057911205,10
SA,2022-02-08,Deep,7.52901286788019,22,6.3158806110530925,22
SA,2022-03-08,Surface,7.818140404790677,10,7.546786116148387,10
SA,2022-03-08,Mid-Depth,7.76624073807469,10,6.732644118035337,10
SA,2022-03-08,Lower Photic,7.755379972720448,10,6.36797529646119,10
SA,2022-03-08,Deep,7.726128169603262,22,6.251899915390921,22
SA,2022-04-05,Surface,8.186896191007225,10,7.589467174910761,10
SA,2022-04-05,Mid-Depth,7.773333657727274,10,6.902209286162797,10
SA,2022-04-05,Lower Photic,7.419239627668167,10,5.911869194747479,10
SA,2022-04-05,Deep,7.293737360979855,22,4.725606697128234,22
SA,2022-05-10,Surface,8.508604717116302,10,7.926953991101852,10
SA,2022-05-10,Mid-Depth,8.106056949868748,10,7.459754439966706,10
SA,2022-05-10,Lower Photic,7.629428319188326,10,5.596262124239599,10
SA,2022-05-10,Deep,7.250936763111105,22,3.865950472175633,22
SA,2022-06-14,Surface,8.686991704305683,10,7.34256627063713,10
SA,2022-06-14,Mid-Depth,8.018405276524463,10,7.173493454981623,10
SA,2022-06-14,Lower Photic,7.353183471888464,10,5.322572177901788,10
SA,2022-06-14,Deep,6.718536309788487,22,3.2802743754507047,22
SA,2022-07-12,Surface,8.623072322266845,10,7.412561997881651,10
SA,2022-07-12,Mid-Depth,8.006605659726512,10,7.031974663445746,10
SA,2022-07-12,Lower Photic,7.511261952516783,10,5.8314303796369975,10
SA,2022-07-12,Deep,7.018226676340134,22,3.340157214465933,22
SA,2022-08-09,Surface,7.996239282129925,10,7.091904845258664,10
SA,2022-08-09,Mid-Depth,7.623406626006663,10,6.980453595553014,10
SA,2022-08-09,Lower Photic,7.402694098589746,10,6.521050695277928,10
SA,2022-08-09,Deep,6.635874307531373,22,2.7861259618171483,22
SA,2022-09-06,Surface,8.735566499468508,10,7.589672919998956,10
SA,2022-09-06,Mid-Depth,8.394361921326968,10,6.92949539092602,10
SA,2022-09-06,Lower Photic,7.8695547209986145,10,5.591720864450577,10
SA,2022-09-06,Deep,7.08640517640342,22,2.225875877088453,22
SA,2022-10-18,Surface,8.618268004910682,10,7.282552036428839,10
SA,2022-10-18,Mid-Depth,7.797636799307895,10,6.707720654825296,10
SA,2022-10-18,Lower Photic,7.459437624701636,10,6.156961293095253,10
SA,2022-10-18,Deep,6.552496912347763,22,1.9839446313430635,22
SA,2022-11-08,Surface,8.473295126734659,10,7.074862200613351,10
SA,2022-11-08,Mid-Depth,8.342123769794235,10,6.478442007722579,10
SA,2022-11-08,Lower Photic,8.162074171824395,10,5.52424120370511,10
SA,2022-11-08,Deep,7.479832725263178,22,1.8941342889468693,22
SA,2022-12-06,Surface,8.473870870849122,10,6.54163299661108,10
SA,2022-12-06,Mid-Depth,7.8390387091347025,10,6.353138514880082,10
SA,2022-12-06,Lower Photic,7.533497179858929,10,6.162844337694788,10
SA,2022-12-06,Deep,7.304393970958902,22,5.7240522542889165,22
SA,2023-01-17,Surface,8.05742321351455,10,6.907896067201811,10
SA,2023-01-17,Mid-Depth,7.500367870173849,10,6.583605761896966,10
SA,2023-01-17,Lower Photic,7.213929122819954,10,6.450935396649359,10
SA,2023-01-17,Deep,7.220624496024356,22,6.24688365037101,22
SA,2023-02-14,Surface,7.617233086385653,10,6.587865040944055,10
SA,2023-02-14,Mid-Depth,7.166284961077499,10,6.640716812312851,10
SA,2023-02-14,Lower Photic,6.842219082819604,10,6.584954458109034,10
SA,2023-02-14,Deep,6.257852135300104,22,6.313545611616655,22
SA,2023-03-14,Surface,8.23091705614107,10,7.7242253873154,10
SA,2023-03-14,Mid-Depth,7.761768658510901,10,7.04669398876103,10
SA,2023-03-14,Lower Photic,7.411533569919653,10,5.760694695987242,10
SA,2023-03-14,Deep,6.99960471317375,22,4.711602938533858,22
SA,2023-04-11,Surface,8.08301491558369,10,7.129059060071837,10
SA,2023-04-11,Mid-Depth,7.525652487433329,10,7.0028973388193005,10
SA,2023-04-11,Lower Photic,7.242870635532194,10,6.5520906892089625,10
SA,2023-04-11,Deep,6.546955771762196,22,2.735482420143129,22
SA,2023-05-09,Surface,7.509066357782487,10,7.769248012441736,10
